State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Total Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?,Record Date
MN,132,510,406-4720,no,no,0,121.5,88,20.66,53.87,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,False.,2020-10-04
NE,80,415,356-7239,no,no,0,127.8,67,21.73,50.34,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,False.,2020-07-16
OH,162,415,328-8747,no,no,0,135.2,98,22.98,57.41,242,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False.,2020-05-02
KY,110,510,388-9464,no,no,0,99.4,62,16.9,54.33,275,86,23.38,212.1,94,9.54,16.7,3,4.51,2,False.,2019-06-08
WA,96,415,406-2866,no,no,0,276.9,105,47.07,82.29,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True.,2020-06-09
NY,168,408,333-5729,no,no,0,163.4,134,27.78,58.7,240.1,87,20.41,164,147,7.38,11.6,2,3.13,2,True.,2020-02-11
IN,72,510,391-1499,no,no,0,287.4,116,48.86,83.35,235.3,126,20,292.1,114,13.14,5,3,1.35,4,True.,2020-07-31
CO,125,408,386-8690,no,yes,23,120.5,104,20.49,49.73,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,False.,2020-06-14
DC,170,510,391-2231,no,no,0,184.1,106,31.3,61.46,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,False.,2020-07-30
AK,71,510,332-2275,no,no,0,185,84,31.45,63.83,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,False.,2020-01-05
SC,124,415,340-4028,no,no,0,160.9,109,27.35,48.51,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,False.,2019-06-08
KS,68,415,363-3486,no,no,0,207.6,68,35.29,68.24,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,False.,2020-11-02
UT,97,415,418-3181,no,no,0,209.2,134,35.56,46.64,0,0,0,175.4,94,7.89,11.8,6,3.19,1,False.,2020-01-11
IL,98,510,351-3316,yes,no,0,158.4,71,26.93,60.05,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,False.,2020-01-09
DC,24,408,369-3626,no,no,0,149,73,25.33,49.53,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2,True.,2020-08-09
DC,136,510,353-2763,no,no,0,204.5,63,34.77,65.25,208.8,95,17.75,224,119,10.08,9.8,2,2.65,0,False.,2020-02-02
OK,44,408,358-7165,no,no,0,288.8,86,49.1,76.31,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,True.,2020-09-24
KY,96,415,353-3223,no,yes,40,108.6,90,18.46,45.3,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,False.,2019-11-12
NE,31,415,338-9044,no,no,0,97.5,129,16.58,44.59,260.4,78,22.13,88.7,100,3.99,7,5,1.89,1,False.,2020-02-21
AL,72,415,341-7296,no,no,0,166.5,102,28.31,65.91,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False.,2019-07-22
HI,24,415,398-4431,no,no,0,156.2,104,26.55,45.4,90,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False.,2019-12-04
SC,112,415,408-5601,no,yes,31,225.2,89,38.28,74.46,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False.,2020-04-16
GA,117,415,328-5188,yes,no,0,287.4,118,48.86,80.52,259.6,84,22.07,153.2,86,6.89,10,3,2.7,1,True.,2020-06-30
KS,137,415,329-4474,no,yes,19,175.3,96,29.8,61.93,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False.,2020-08-24
PA,136,408,357-4573,no,no,0,102.1,75,17.36,41.99,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False.,2020-08-25
UT,95,415,341-7112,no,no,0,157.9,103,26.84,63.04,259.6,90,22.07,230,117,10.35,14,2,3.78,0,False.,2020-07-14
OR,82,415,400-3147,no,yes,19,146.5,73,24.91,55.92,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,False.,2020-01-15
ND,145,415,378-1936,no,no,0,245.8,116,41.79,79.42,286.7,91,24.37,240.7,115,10.83,9,13,2.43,1,True.,2020-10-02
KY,56,415,347-1640,yes,no,0,177.7,114,30.21,62.03,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False.,2020-10-09
MN,155,408,374-9531,yes,no,0,250.8,146,42.64,64.96,152.5,105,12.96,148.1,104,6.66,10,5,2.7,2,False.,2019-09-16
OH,133,408,380-4374,no,no,0,117.8,100,20.03,51.13,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True.,2020-07-26
TX,53,415,380-9409,no,no,0,119.7,113,20.35,51.48,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,False.,2019-11-13
WY,123,415,387-1116,no,no,0,242.2,87,41.17,74.69,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True.,2019-06-21
GA,136,415,400-7509,no,no,0,163.4,83,27.78,62.86,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False.,2020-06-14
TX,57,415,403-6225,no,no,0,161,113,27.37,56.68,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False.,2020-10-14
WV,62,408,382-8274,no,no,0,128.7,111,21.88,47.78,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False.,2020-02-08
NM,112,415,354-5764,no,no,0,81.6,94,13.87,45.32,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False.,2019-06-30
MI,55,415,387-6912,no,yes,20,207.7,91,35.31,63.99,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False.,2020-02-23
NC,95,408,384-3413,no,no,0,128.6,115,21.86,53.43,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True.,2020-05-25
NY,125,415,367-3950,no,no,0,233.3,65,39.66,69.43,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False.,2019-08-14
TX,1,415,396-4254,no,no,0,182.1,106,30.96,51.98,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,True.,2020-09-25
KY,98,415,333-3010,no,yes,36,168,81,28.56,52.36,163.2,125,13.87,172.7,120,7.77,8,2,2.16,6,True.,2020-06-27
SD,105,415,393-1891,no,no,0,251.6,88,42.77,67.41,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,False.,2020-06-05
ID,113,415,336-9053,no,yes,30,183.8,102,31.25,60.55,183.4,123,15.59,235,52,10.58,11.6,7,3.13,0,False.,2020-04-27
OR,99,408,353-3372,no,no,0,256.4,44,43.59,74.47,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True.,2020-05-27
WI,103,415,386-8943,no,no,0,180.2,134,30.63,49.38,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False.,2020-10-09
WV,177,408,376-9716,no,no,0,227.8,81,38.73,64.4,161.8,97,13.75,217,106,9.76,8,5,2.16,1,False.,2020-05-07
SC,149,415,370-8676,no,yes,20,147.8,132,25.13,58.16,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False.,2020-09-04
CT,160,415,360-2329,no,no,0,234.9,136,39.93,76.57,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True.,2019-08-26
NV,116,408,360-1320,no,no,0,110.9,54,18.85,47.5,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False.,2020-02-07
ND,90,415,329-8638,no,yes,22,124.5,94,21.17,52.59,231.7,90,19.69,222.2,108,10,6.4,12,1.73,1,False.,2020-03-29
MI,148,415,385-1118,yes,no,0,233.5,81,39.7,63.74,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True.,2020-06-27
MT,147,415,408-8269,no,yes,35,197.3,134,33.54,57.8,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True.,2019-11-29
NE,95,510,391-2334,no,no,0,58.2,96,9.89,39.35,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False.,2020-10-27
UT,201,510,373-8900,no,no,0,212.7,72,36.16,65.97,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,False.,2020-06-03
WV,80,415,382-3512,no,no,0,151.5,89,25.76,50.73,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False.,2020-09-10
AR,122,415,420-4089,yes,no,0,146.3,117,24.87,57.19,218.7,93,18.59,236,97,10.62,11.5,5,3.11,1,False.,2019-08-05
MT,132,408,406-8465,no,no,0,195.1,100,33.17,57.73,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False.,2019-12-18
UT,83,510,386-6114,no,no,0,208.9,71,35.51,68.44,214.8,92,18.26,247.9,108,11.16,13,5,3.51,1,False.,2020-05-22
HI,99,408,413-9328,no,no,0,135.7,107,23.07,52.56,208.4,103,17.71,209,95,9.4,8.8,3,2.38,7,True.,2020-09-10
KS,84,415,335-7144,no,no,0,225.9,86,38.4,74.75,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True.,2020-04-14
NY,46,415,414-5177,no,no,0,122.2,67,20.77,46.37,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False.,2020-05-27
OH,87,510,350-5993,no,no,0,153.3,106,26.06,59.84,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False.,2020-03-12
HI,150,415,370-1465,no,no,0,214,117,36.38,65.78,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False.,2019-07-17
KS,73,408,385-2370,no,no,0,194.8,112,33.12,54.76,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False.,2019-08-03
IN,7,415,358-9146,no,no,0,206.7,87,35.14,69.13,281.1,83,23.89,158.5,77,7.13,11,5,2.97,3,False.,2019-09-12
OR,89,415,357-8515,no,yes,12,188,105,31.96,56.75,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False.,2019-11-05
NY,131,408,406-8995,yes,no,0,122.3,83,20.79,41.25,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True.,2019-06-23
VA,105,415,344-3145,no,no,0,259.3,96,44.08,72.22,175.2,97,14.89,222.4,36,10.01,12,5,3.24,3,False.,2019-08-03
MI,108,408,341-9890,yes,no,0,115.1,114,19.57,47.38,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True.,2020-07-06
ID,47,415,365-4387,no,yes,28,172.9,109,29.39,52.5,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False.,2020-10-24
MO,101,415,375-3341,yes,no,0,156.4,116,26.59,48.97,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False.,2020-05-29
AL,182,415,418-3096,no,yes,24,128.1,104,21.78,45.69,143.4,127,12.19,191,98,8.59,11.6,3,3.13,1,False.,2019-08-10
OR,161,408,378-3879,no,no,0,196.6,73,33.42,60.01,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False.,2019-09-25
VT,128,408,344-1362,no,no,0,227.9,130,38.74,74.57,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True.,2020-06-16
AZ,69,415,419-3937,no,yes,31,194.9,63,33.13,59.87,191.6,90,16.29,153,129,6.89,13.2,2,3.56,2,False.,2020-11-04
VA,113,408,348-4961,no,yes,34,44.9,63,7.63,30.21,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False.,2020-08-22
PA,87,408,329-1410,no,yes,30,262.8,114,44.68,72.1,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False.,2020-01-06
CO,71,415,332-9896,no,no,0,211.2,70,35.9,70.86,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,False.,2020-09-17
KY,76,415,407-8575,no,no,0,204,69,34.68,67.21,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False.,2020-09-19
NJ,87,510,387-2799,no,no,0,223.2,109,37.94,65.72,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False.,2019-07-25
IL,117,408,373-9108,no,no,0,119,82,20.23,47.8,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False.,2020-10-26
WA,177,415,345-3947,no,no,0,266.1,91,45.24,76.89,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True.,2019-10-25
WV,95,415,356-7511,no,no,0,134.4,104,22.85,48.98,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,False.,2019-07-22
RI,76,415,343-4516,no,no,0,171.1,78,29.09,59.44,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False.,2019-12-04
OH,66,415,408-6305,no,no,0,170.5,103,28.99,62.33,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False.,2019-10-08
MO,110,415,338-7305,no,no,0,178.5,124,30.35,55.28,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False.,2019-11-18
MD,204,510,401-3077,no,no,0,205.2,145,34.88,60.46,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False.,2020-01-17
OH,32,415,401-6977,no,yes,31,232.8,97,39.58,68,183.5,111,15.6,206.8,111,9.31,13,2,3.51,0,False.,2019-10-02
VA,133,408,385-1464,no,yes,39,239.9,107,40.78,69.95,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False.,2019-06-18
FL,185,408,417-5034,no,no,0,55.6,97,9.45,42.26,288.7,83,24.54,111.2,110,5,12.1,3,3.27,2,False.,2020-08-19
CO,103,415,420-7066,no,yes,37,153.5,78,26.1,60.53,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False.,2019-09-21
NY,91,510,394-8256,no,no,0,109.8,100,18.67,47.09,189.6,104,16.12,206.7,85,9.3,11.1,3,3,1,False.,2020-10-05
WV,131,415,362-5044,no,no,0,196.1,89,33.34,61.76,185.5,87,15.77,250,132,11.25,5.2,6,1.4,2,False.,2020-02-14
LA,153,510,350-2075,no,no,0,166.8,127,28.36,53.23,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False.,2019-11-30
MA,132,415,343-5372,no,yes,25,113.2,96,19.24,54.41,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False.,2019-11-28
UT,148,510,377-9520,no,no,0,203,92,34.51,62.33,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False.,2020-01-01
AL,141,408,391-6773,no,no,0,242.8,90,41.28,72.32,234.1,80,19.9,211.5,104,9.52,6,3,1.62,5,False.,2019-06-22
ME,105,415,403-4442,no,no,0,156.5,102,26.61,52.05,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False.,2020-02-08
TX,169,408,379-5885,no,no,0,266.7,105,45.34,75.47,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True.,2019-12-29
ND,127,415,399-1021,no,yes,23,182,80,30.94,59.02,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,False.,2019-10-04
CO,57,415,342-4004,no,no,0,85.9,92,14.6,44.23,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False.,2020-05-23
LA,123,415,382-7659,no,yes,33,146.6,87,24.92,45.38,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False.,2020-10-25
MT,103,510,342-1004,no,yes,35,110.5,101,18.79,44.18,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True.,2019-08-24
OR,101,415,398-5851,no,no,0,118.6,89,20.16,42.64,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False.,2020-09-16
NH,123,415,396-4869,no,yes,22,197.6,105,33.59,50.04,80,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False.,2019-11-30
NE,78,510,422-8333,no,yes,32,210.3,116,35.75,66.08,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False.,2019-09-16
WV,101,415,367-9127,no,yes,28,220.3,96,37.45,73.42,285.8,72,24.29,203,111,9.14,9.4,6,2.54,4,False.,2020-05-01
NV,129,415,420-3028,no,no,0,150,98,25.5,60.38,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False.,2020-04-26
MA,67,415,357-6348,no,yes,34,161.7,114,27.49,56.88,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False.,2020-04-14
MI,37,415,386-1131,no,no,0,191.4,116,32.54,60.29,167.4,99,14.23,216.5,112,9.74,14,5,3.78,3,False.,2020-01-11
KY,64,415,349-8391,yes,no,0,146.7,83,24.94,51.67,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False.,2020-02-06
WV,173,510,421-1484,no,no,0,109.4,103,18.6,36.85,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False.,2020-09-28
KY,135,510,414-2663,no,no,0,144.1,115,24.5,58.91,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False.,2020-10-30
NJ,75,415,327-6989,no,yes,42,248.9,93,42.31,64.55,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False.,2019-08-31
ME,88,415,405-5513,no,no,0,85.7,112,14.57,45.12,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True.,2020-09-20
TX,112,415,345-9168,no,no,0,214.8,112,36.52,64.28,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False.,2020-01-13
MN,113,408,417-5146,no,no,0,158.9,137,27.01,60.56,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,False.,2019-08-05
VA,121,510,339-2792,no,yes,28,110,94,18.7,43.14,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,False.,2019-11-21
DC,70,415,345-8397,no,no,0,152.8,145,25.98,51.26,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False.,2019-09-18
MD,90,415,344-6404,no,no,0,145.6,103,24.75,57.59,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False.,2019-07-21
RI,39,408,417-9455,no,no,0,93.3,83,15.86,43.87,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False.,2020-03-21
MA,142,408,343-1009,no,no,0,216.8,134,36.86,61.27,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False.,2019-09-14
MD,176,408,365-3493,no,no,0,201.9,101,34.32,57.3,154.7,78,13.15,164.4,79,7.4,9,2,2.43,1,False.,2020-03-16
NM,105,408,376-7043,no,no,0,146.4,81,24.89,56.67,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False.,2019-12-11
MN,57,415,348-5728,no,no,0,272.7,74,46.36,76.34,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True.,2020-09-10
MI,110,510,357-5784,no,no,0,18.9,92,3.21,34.1,258.4,81,21.96,109.6,74,4.93,14.8,4,4,1,False.,2019-06-16
AZ,88,415,417-9844,no,no,0,172.8,81,29.38,53.31,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False.,2019-08-23
AL,95,408,333-7225,no,no,0,190.2,119,32.33,57.63,157.1,70,13.35,181.5,120,8.17,14,6,3.78,0,False.,2020-08-16
MI,147,415,382-4943,no,no,0,130.6,83,22.2,53.31,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,False.,2020-07-09
SC,101,415,345-4589,no,no,0,158.4,92,26.93,56.45,188,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True.,2020-07-19
MS,115,415,404-6337,no,no,0,166.5,111,28.31,61.85,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False.,2020-02-05
MS,103,415,412-1470,no,no,0,129.3,103,21.98,53.19,202.8,89,17.24,233,126,10.49,12.9,2,3.48,2,False.,2020-05-29
CA,82,415,394-9220,no,no,0,199.3,112,33.88,63.66,193.4,120,16.44,254.4,117,11.45,7,10,1.89,0,False.,2020-01-08
MD,141,415,364-5362,no,no,0,185.1,126,31.47,60.59,233,98,19.81,152.2,106,6.85,9.1,7,2.46,0,False.,2020-03-19
ND,149,408,372-9852,no,no,0,175.4,80,29.82,57.69,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False.,2019-09-21
IL,131,510,394-9984,no,no,0,263.4,123,44.78,70.41,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False.,2020-03-20
SD,119,510,402-1668,no,no,0,94.2,108,16.01,49.6,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False.,2020-04-06
AL,112,510,339-5659,no,no,0,189.4,83,32.2,60.3,219,89,18.62,168,116,7.56,7.1,8,1.92,3,False.,2020-07-24
NV,116,510,341-7279,no,yes,35,118,103,20.06,46.72,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,False.,2020-07-21
LA,94,415,371-3236,no,no,0,212.1,98,36.06,70.28,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False.,2020-02-07
VA,90,408,343-5679,no,no,0,222,93,37.74,69.69,187,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False.,2020-04-07
DE,114,415,347-4626,no,yes,31,222.8,98,37.88,63.54,180.5,105,15.34,151.3,101,6.81,13,4,3.51,0,False.,2019-12-22
CT,63,408,344-8498,no,yes,25,190,137,32.3,51.87,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False.,2020-06-15
CO,130,408,349-3005,no,no,0,271.8,129,46.21,78.17,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True.,2019-09-20
MA,122,408,371-3498,no,yes,29,195.4,83,33.22,65.85,268.2,93,22.8,168,95,7.56,8.4,6,2.27,3,False.,2020-10-18
OR,166,510,367-4853,no,no,0,199.6,93,33.93,62.95,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False.,2020-07-27
WA,62,415,422-3454,no,no,0,100,98,17,44.29,173.5,95,14.75,218,122,9.81,10.1,4,2.73,0,False.,2020-08-23
SC,78,415,403-8915,no,yes,21,160.6,85,27.3,54.41,223.1,79,18.96,124,92,5.58,9.5,1,2.57,2,False.,2020-04-09
IN,148,415,371-2418,no,yes,26,158.7,91,26.98,53.11,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False.,2020-02-12
MD,154,510,411-2977,no,no,0,154.5,122,26.27,55.73,214.2,71,18.21,178,105,8.01,12,2,3.24,3,True.,2019-12-17
NV,110,408,389-8163,no,yes,34,192.3,114,32.69,51.51,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False.,2020-10-31
TX,75,415,417-4456,no,no,0,305.1,106,51.87,80.74,188,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True.,2019-09-15
ND,84,408,351-1894,no,yes,38,193,106,32.81,59.59,153.6,106,13.06,260.4,87,11.72,7.4,5,2,2,False.,2020-01-07
WV,113,510,386-6408,no,no,0,72.5,88,12.33,36.76,204,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False.,2019-07-21
CO,181,510,370-9592,no,yes,40,105.2,61,17.88,56.05,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False.,2020-09-19
TX,51,415,397-9251,no,no,0,180.5,88,30.69,52.52,134.7,102,11.45,170.7,97,7.68,10,3,2.7,2,False.,2020-09-19
FL,102,408,395-6913,no,yes,29,214.7,86,36.5,79.69,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False.,2019-12-05
AL,107,408,332-3804,no,no,0,86.8,95,14.76,36.7,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False.,2020-01-21
WV,88,510,421-1326,no,no,0,131.5,99,22.36,47.64,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,True.,2020-09-21
MI,82,415,415-8200,no,no,0,135.4,102,23.02,53.22,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False.,2020-10-03
NY,204,415,371-9414,no,no,0,174.3,85,29.63,60.76,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,False.,2019-07-01
MS,130,510,347-3895,no,no,0,203.9,63,34.66,60.19,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False.,2020-09-02
MO,174,510,342-5854,no,no,0,235.5,108,40.04,69.77,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False.,2020-03-31
AR,129,415,379-7192,no,no,0,157,113,26.69,60.15,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False.,2019-08-06
MS,190,415,394-5753,yes,no,0,111.9,55,19.02,51.62,223,124,18.96,243.2,81,10.94,10,7,2.7,3,False.,2020-07-10
NY,54,510,390-6932,yes,no,0,236.3,91,40.17,63.39,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,False.,2020-05-22
SD,78,408,394-3171,no,no,0,163.6,88,27.81,66.01,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False.,2020-09-23
AK,100,415,394-5202,no,yes,29,213.6,127,36.31,62.98,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False.,2020-02-28
WV,70,510,348-3777,no,yes,30,143.4,72,24.38,47.13,170,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False.,2020-04-23
SC,111,510,407-3949,no,no,0,78.3,119,13.31,44.61,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False.,2020-09-25
VA,117,408,363-4779,no,no,0,97.1,98,16.51,49.55,228,131,19.38,240,111,10.8,10.6,3,2.86,1,False.,2019-12-26
MS,68,415,340-2239,no,no,0,94.1,93,16,40.89,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False.,2019-09-18
SD,27,510,359-3423,no,no,0,226.3,95,38.47,74.92,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,True.,2020-04-19
MN,91,415,382-9297,no,no,0,133.8,61,22.75,47.62,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False.,2020-06-01
AL,181,415,330-9294,no,yes,27,190.3,93,32.35,66.09,249,127,21.17,215.7,82,9.71,10.6,4,2.86,1,False.,2020-06-28
CO,118,415,362-8763,no,yes,36,294.9,106,50.13,75.37,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,False.,2020-07-22
ME,112,415,403-4816,no,no,0,185.4,114,31.52,56.97,191.4,119,16.27,144,78,6.48,10,11,2.7,2,False.,2019-12-23
GA,93,415,371-2155,no,no,0,179.5,121,30.52,57.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24,0,False.,2020-03-26
AZ,102,408,334-1339,no,no,0,158,94,26.86,55.83,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,False.,2020-04-17
MA,93,415,341-7412,no,no,0,173,131,29.41,61.45,190.4,108,16.18,290,66,13.05,10.4,2,2.81,0,False.,2019-07-06
AZ,107,415,375-4770,no,yes,32,134.2,101,22.81,50.57,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False.,2019-12-17
IN,100,415,406-7643,no,yes,32,125.2,123,21.28,52.95,230.9,101,19.63,192,106,8.64,12.6,9,3.4,3,False.,2020-09-16
DE,115,415,415-8164,no,no,0,195.9,111,33.3,70.25,227,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False.,2020-05-05
WI,63,510,354-3545,no,yes,13,214.2,61,36.41,62.42,181.2,88,15.4,174,68,7.83,10.3,2,2.78,0,False.,2019-12-19
ME,57,415,377-3139,no,no,0,221.1,101,37.59,71.63,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False.,2020-08-19
DC,119,408,418-7478,no,yes,26,132,100,22.44,49.46,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False.,2020-09-12
GA,73,408,385-6952,no,no,0,157.6,92,26.79,62.53,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False.,2020-01-29
HI,98,408,381-8593,no,yes,30,110.3,71,18.75,45.49,182.4,108,15.5,183.8,88,8.27,11,8,2.97,2,False.,2019-09-24
